iter	RMSE
112	0.155902165
113	0.1558336449
114	0.1556422619
115	0.1555874716
116	0.155324288
117	0.1547953699
118	0.1546425291
119	0.1544110043
120	0.153666413
121	0.1533926659
122	0.1530398972
123	0.1529423505
124	0.152592105
125	0.1523849045
126	0.1521176205
127	0.1514057849
128	0.1511606363
129	0.1506458959
130	0.1504308942
131	0.1499132925
132	0.1496898885
133	0.14950735
134	0.1494660181
135	0.1491986197
136	0.1489512048
137	0.148583085
138	0.1483480914
139	0.1481134909
140	0.147734312
141	0.1474820255
142	0.1473028881
143	0.1471737193
144	0.1471121132
145	0.1467396191
146	0.1466414852
147	0.1465510902
148	0.1460453281
149	0.1460425136
150	0.1459453765
151	0.1454752425
152	0.1450991983
153	0.1449000961
154	0.1443148623
155	0.1439607112
156	0.1438016196
157	0.1434814792
158	0.1430626581
159	0.1429267201
160	0.1428897056
161	0.1425849838
162	0.1423840634
163	0.1421964388
164	0.1417288234
165	0.1415278994
166	0.1411556461
167	0.14086431
168	0.1406778618
169	0.1405700208
170	0.1401812263
171	0.1398812619
172	0.1395710248
173	0.1394966181
174	0.1394346928
175	0.1392079992
176	0.139129165
177	0.1389007494
178	0.138735928
179	0.1385800434
180	0.1384156639
181	0.1382732372
182	0.1379553478
183	0.1378268588
184	0.1375528786
185	0.1373405121
186	0.1372720357
187	0.137248883
188	0.1371227435
189	0.1364979469
190	0.1361616161
191	0.13583803
192	0.1357018543
193	0.1355128819
194	0.1354458621
195	0.1351334741
196	0.1346707156
197	0.1343170695
198	0.1340996548
199	0.1338988932
200	0.1338741685
201	0.1338737564
202	0.1336799234
203	0.1335156976
204	0.1331389315
205	0.1329026292
206	0.1326016533
207	0.1325012695
208	0.1322930737
209	0.1320012484
210	0.131744123
211	0.131540541
212	0.1313028719
213	0.131241059
214	0.1311066451
215	0.1308485974
216	0.130593743
217	0.130455527
218	0.1302566006
219	0.1301324883
220	0.1300147114
221	0.129887822
222	0.1297785804
223	0.1297490673
224	0.1295306263
225	0.1293403769
226	0.1291349809
227	0.129003374
228	0.1288636604
229	0.1285986787
230	0.1285124324
231	0.12849804
232	0.1283501857
233	0.1283475619
234	0.1281520866
235	0.1278300487
236	0.1277313722
237	0.1276606474
238	0.1276604746
239	0.1275469823
240	0.1274482335
241	0.1274173619
242	0.1272025017
243	0.1269172519
244	0.1266935566
245	0.1264453675
246	0.1259325971
247	0.1256120992
248	0.1255135785
249	0.1253146812
250	0.1250878156
251	0.1247514188
252	0.1245332009
253	0.1245034003
254	0.1243141767
255	0.1242921895
256	0.124139512
257	0.1237561648
258	0.1237117434
259	0.1235663333
260	0.12342869
261	0.1233783618
262	0.1232695979
263	0.1231515785
264	0.1229226329
265	0.1227818078
266	0.1227389903
267	0.1226240827
268	0.1223884703
269	0.1222304369
270	0.122073554
271	0.1219571314
272	0.1217449526
273	0.1216651399
274	0.1213874648
275	0.1213280529
276	0.1212444203
277	0.1211339919
278	0.1211184797
279	0.1209997718
280	0.1209174793
281	0.1206616761
282	0.1206202423
283	0.1205093428
284	0.1204181258
285	0.1203826759
286	0.1203630402
287	0.1202194164
288	0.1200550644
289	0.1197315588
290	0.1196794375
291	0.1195643377
292	0.1194493389
293	0.1192517002
294	0.1191106228
295	0.1190207284
296	0.1188784218
297	0.1187244374
298	0.1185917189
299	0.1183890983
300	0.1182824017
301	0.1181118696
302	0.1179729817
303	0.1178144377
304	0.1175898901
305	0.1174756585
306	0.1173043465
307	0.1173037361
308	0.1171106342
309	0.1168470127
310	0.1167192663
311	0.1166235179
312	0.1164705412
313	0.1162949997
314	0.1160982009
315	0.1160247189
316	0.1159240341
317	0.1157382518
318	0.1156376066
319	0.115528635
320	0.1154405074
321	0.1153087268
322	0.1152172247
323	0.1150334191
324	0.1149407698
325	0.1148111413
326	0.1146329325
327	0.1145245001
328	0.1143006014
329	0.1142997689
330	0.1141211148
331	0.1139612581
332	0.1137182247
333	0.1136986352
334	0.1136609352
335	0.1135478201
336	0.1133592461
337	0.113236677
338	0.1131468246
339	0.1130796417
340	0.1129297047
341	0.112876477
342	0.1127111353
343	0.1126084408
344	0.1124981728
345	0.1123946724
346	0.1122216339
347	0.1120962859
348	0.1120811881
349	0.112015361
350	0.1118124634
351	0.111745161
352	0.1116488926
353	0.111583493
354	0.111480903
355	0.1114049177
356	0.111374802
357	0.1113351317
358	0.1113337009
359	0.1112729858
360	0.111112136
361	0.1110498673
362	0.1109271536
363	0.110885682
364	0.1107182467
365	0.1106648426
366	0.1105505539
367	0.1104503557
368	0.1102297622
369	0.1102095093
370	0.1101515791
371	0.1100522014
372	0.1100506759
373	0.1099682787
374	0.1099265987
375	0.109745858
376	0.109717227
377	0.1097158948
378	0.1096711057
379	0.1095079999
380	0.1093530134
381	0.109124346
382	0.1089453089
383	0.1088760633
384	0.1087224115
385	0.108517187
386	0.1083375419
387	0.1080885079
388	0.1078953687
389	0.1078149714
390	0.1076770597
391	0.1075607257
392	0.1073469395
393	0.1072586082
394	0.1071760982
395	0.1070319132
396	0.1070176083
397	0.1068753834
398	0.1068632908
399	0.1066471919
400	0.1065653945
401	0.1065303536
402	0.1064108376
403	0.106311399
404	0.1061677119
405	0.1061032053
406	0.1059140457
407	0.1057559201
408	0.1056013795
409	0.105599579
410	0.1055453488
411	0.1054435804
412	0.1053919734
413	0.1052100587
414	0.1051341893
415	0.104999712
416	0.1048608444
417	0.1046986668
418	0.104566837
419	0.1044939187
420	0.1044930907
421	0.1043945054
422	0.1043335994
423	0.1042637109
424	0.1041881739
425	0.104145896
426	0.1040153388
427	0.1039131774
428	0.103866935
429	0.1037312092
430	0.1036259685
431	0.1035454795
432	0.1034887654
433	0.1033838846
434	0.103218107
435	0.1030899982
436	0.1030379273
437	0.1030032177
438	0.1029411541
439	0.1028359571
440	0.1027218698
441	0.1026459377
442	0.102595384
443	0.1025108036
444	0.1023113039
445	0.1021397718
446	0.1020120026
447	0.1019623627
448	0.1019206831
449	0.1018013554
450	0.1017715563
451	0.1017140568
452	0.1015973761
453	0.1015499047
454	0.1014942143
455	0.1012838246
456	0.1011809971
457	0.1010727969
458	0.1009621943
459	0.1008447309
460	0.100732118
461	0.1006509994
462	0.1005535592
463	0.1004372012
464	0.1003208446
465	0.1001949035
466	0.1001682756
467	0.1001130563
468	0.1000598644
469	0.1000222289
470	0.09999613664
471	0.09997556356
472	0.09993628803
473	0.09973604338
474	0.09971371511
475	0.09960993093
476	0.09956746434
477	0.0995056136
478	0.09940998534
479	0.09929476193
480	0.09920541154
481	0.09917974245
482	0.09903392342
483	0.09881255399
484	0.09877981358
485	0.09874336709
486	0.09865083726
487	0.09859653411
488	0.09856922394
489	0.09850007026
490	0.09840568404
491	0.09826854683
492	0.0981125901
493	0.09805358853
494	0.09793560113
495	0.09785867368
496	0.09780032266
497	0.097715685
498	0.09761873257
499	0.09755632645
500	0.09738882841
501	0.09728782845
502	0.09719451746
503	0.09715229006
504	0.09710481712
505	0.09707565676
506	0.09700041216
507	0.09691046626
508	0.09684841518
509	0.09680882497
510	0.09671635108
511	0.09661989611
512	0.0965101858
513	0.09648290554
514	0.09638966403
515	0.09634201954
516	0.09627767981
517	0.09605230563
518	0.0959298847
519	0.09581330497
520	0.09572633993
521	0.09568475291
522	0.09564736743
523	0.09552644901
524	0.09552189834
525	0.09545846085
526	0.09536266962
527	0.09526238886
528	0.09525078541
529	0.0952136736
530	0.09519446185
531	0.09505179843
532	0.09501952698
533	0.09500263055
534	0.09494487441
535	0.09490038022
536	0.09487856986
537	0.09472183794
538	0.09465539394
539	0.09452726673
540	0.09445805981
541	0.09436616697
542	0.09433281007
543	0.09422462772
544	0.09417324749
545	0.09413086545
546	0.09401463446
547	0.09399505677
548	0.09391330124
549	0.09384366105
550	0.09375461154
551	0.09372451695
552	0.09363311974
553	0.09361396873
554	0.09359041206
555	0.09355737362
556	0.09344428423
557	0.0934086168
558	0.09333026882
559	0.09309534789
560	0.09305765511
561	0.09297738789
562	0.0929187728
563	0.0927381496
564	0.09258534661
565	0.0925573315
566	0.09249057486
567	0.09244948356
568	0.09242512466
569	0.09237558202
570	0.09236260507
571	0.09230187132
572	0.09222567839
573	0.09213958226
574	0.09205984015
575	0.09197551178
576	0.09181491846
577	0.09178728741
578	0.09173854975
579	0.09166983383
580	0.09156947543
581	0.09145274306
582	0.09138144686
583	0.09126842781
584	0.09123555774
585	0.09117484898
586	0.09113735923
587	0.09109143742
588	0.09098088383
589	0.09093349741
590	0.09093260273
591	0.0908397792
592	0.09076448066
593	0.09071986844
594	0.0906259314
595	0.0906251405
596	0.09057627351
597	0.09049958542
598	0.09046702622
599	0.09036493748
600	0.09026724346
601	0.090174269
602	0.09014962826
603	0.090092988
604	0.0900256316
605	0.08997413995
606	0.08994146465
607	0.08981897254
608	0.0897725849
609	0.08969913199
610	0.08961109287
611	0.08957181999
612	0.08950938601
613	0.08945255952
614	0.08940509014
615	0.08937749402
616	0.08932945294
617	0.08927873015
618	0.08925032292
619	0.08924973965
620	0.08915429921
621	0.08906824147
622	0.08898703555
623	0.08895427414
624	0.08888570153
625	0.08886951607
626	0.08870727905
627	0.08861078199
628	0.08850543543
629	0.08845874827
630	0.08836707475
631	0.08833514671
632	0.08828366069
633	0.08820792713
634	0.08808638627
635	0.08805291236
636	0.08796428874
637	0.08782079096
638	0.08777877252
639	0.08763034339
640	0.08758167207
641	0.08751229307
642	0.0874575934
643	0.08735489202
644	0.08726373151
645	0.08720999925
646	0.08716857219
647	0.08702666244
648	0.0869719307
649	0.08691552826
650	0.08688482259
651	0.08673207584
652	0.08666426196
653	0.08661510749
654	0.08655177379
655	0.08655167874
656	0.08644760762
657	0.08638179662
658	0.08625792945
659	0.08620777567
660	0.08614499731
661	0.08610106846
662	0.08599444138
663	0.08590014247
664	0.085818419
665	0.08577866805
666	0.08561472612
667	0.08556041199
668	0.08549066826
669	0.08540751142
670	0.08533869037
671	0.0852324713
672	0.08513560658
673	0.08506266733
674	0.08501837665
675	0.0849339754
676	0.08486358746
677	0.08483189904
678	0.08481200976
679	0.08474972931
680	0.08474532004
681	0.08470506792
682	0.08467697967
683	0.08460543642
684	0.08456348613
685	0.0845604007
686	0.08452145801
687	0.08447169544
688	0.0844603251
689	0.08442398677
690	0.08439186632
691	0.08434938698
692	0.08427824137
693	0.08418480207
694	0.08409163707
695	0.08402720779
696	0.08400662441
697	0.0839197158
698	0.08389677842
699	0.08383318217
700	0.08379552267
701	0.08376605727
702	0.08369261272
703	0.083672266
704	0.08361960604
705	0.08358453356
706	0.08351483238
707	0.08350007427
708	0.08346806145
709	0.08342266038
710	0.08334156035
711	0.08329951798
712	0.08320328837
713	0.08312164247
714	0.08306584251
715	0.08301244257
716	0.08290558071
717	0.08285558529
718	0.08276282038
719	0.08270237828
720	0.08267967174
721	0.0826201562
722	0.08259963295
723	0.08249797926
724	0.08248136325
725	0.082479982
726	0.0824442339
727	0.08237928365
728	0.0823242493
729	0.08222780108
730	0.08214163183
731	0.08205900687
732	0.08197739766
733	0.0819229199
734	0.08188362688
735	0.0818458061
736	0.08182619043
737	0.08181646196
738	0.0817856891
739	0.08169362989
740	0.0816164835
741	0.08154320893
742	0.08146337773
743	0.08143483921
744	0.08139248377
745	0.08135429282
746	0.08131131836
747	0.08124876748
748	0.08122727997
749	0.08115270656
750	0.08111499937
751	0.08111406836
752	0.08107286311
753	0.08097965674
754	0.0809271263
755	0.08090877334
756	0.08086170192
757	0.08084388321
758	0.0808047966
759	0.08072740268
760	0.08062238755
761	0.08060022641
762	0.08052221003
763	0.08043690229
764	0.08038408842
765	0.08030262732
766	0.08026447459
767	0.08019089028
768	0.08012184246
769	0.08010502695
770	0.08006031242
771	0.08001213065
772	0.07997658519
773	0.0798979061
774	0.0798903689
775	0.07984438669
776	0.07978622494
777	0.07975027114
778	0.07965274528
779	0.07957230075
780	0.07945296925
781	0.07941481629
782	0.07940931142
783	0.07940455601
784	0.07935300511
785	0.07926627438
786	0.07920039258
787	0.07914616822
788	0.07908925566
789	0.0790767217
790	0.07905125476
791	0.07896232143
792	0.07895101097
793	0.07888211821
794	0.07884969722
795	0.07881316234
796	0.07879757515
797	0.0787815971
798	0.07875224962
799	0.07872552182
800	0.07865982532
801	0.078608047
802	0.07857821379
803	0.07851120361
804	0.0784573009
805	0.07836782381
806	0.07829637425
807	0.07818008781
808	0.07812630764
809	0.07809250049
810	0.07808063446
811	0.07798781603
812	0.07796124329
813	0.07790145883
814	0.07785724287
815	0.07781135913
816	0.07769592211
817	0.0776541175
818	0.07759994456
819	0.07748750678
820	0.07743708777
821	0.07734932554
822	0.07730695386
823	0.07718159648
824	0.07711440796
825	0.07707720611
826	0.07702961702
827	0.07698581007
828	0.0769112249
829	0.07686364962
830	0.07684223776
831	0.07674717488
832	0.07669787756
833	0.07664145487
834	0.07659521694
835	0.07650926276
836	0.07645256566
837	0.07638305674
838	0.07635002065
839	0.07626824727
840	0.07624979452
841	0.07616846453
842	0.07614449496
843	0.07614392628
844	0.07607941174
845	0.07605660909
846	0.07600725949
847	0.07600359505
848	0.0759329802
849	0.07585825413
850	0.07583757048
851	0.07580614996
852	0.07574624887
853	0.07574562147
854	0.07563708369
855	0.07558751412
856	0.07552860764
857	0.07546121752
858	0.07542376046
859	0.07534656037
860	0.07529928533
861	0.07525113905
862	0.07518312682
863	0.07518110169
864	0.07514875394
865	0.07509771828
866	0.07503459047
867	0.07503213181
868	0.07494313371
869	0.07486430124
870	0.07484375653
871	0.07482020464
872	0.07474416084
873	0.07473611243
874	0.07465911828
875	0.07461759616
876	0.07450324053
877	0.0744452847
878	0.07441496047
879	0.0743748834
880	0.07433390327
881	0.07428764884
882	0.07423094441
883	0.07419906884
884	0.07417057314
885	0.07413031747
886	0.07406862542
887	0.07401335685
888	0.07392711072
889	0.07389851688
890	0.07381637169
891	0.07376897248
892	0.07372192989
893	0.07370347781
894	0.07365278208
895	0.07360760207
896	0.07350208394
897	0.07341071206
898	0.07335428249
899	0.07332967062
900	0.07331909488
901	0.07328318363
902	0.07325341342
903	0.07321806964
904	0.07318050731
905	0.07314449607
906	0.07310237274
907	0.07309808948
908	0.0730495897
909	0.07300570026
910	0.07294858934
911	0.07281950344
912	0.07279158072
913	0.07275469521
914	0.07273556197
915	0.07271812012
916	0.07267058402
917	0.07258935815
918	0.07254248484
919	0.07251358226
920	0.07245751205
921	0.07243782806
922	0.07243619974
923	0.07240969583
924	0.07238544281
925	0.07236213463
926	0.07231321558
927	0.07226561893
928	0.07218946111
929	0.07216092932
930	0.07214193537
931	0.07212457168
932	0.07211282923
933	0.07208540305
934	0.07205797278
935	0.07205236129
936	0.07200310755
937	0.07192316712
938	0.07188053581
939	0.07184360154
940	0.07178426988
941	0.07174286138
942	0.07173575121
943	0.07172339478
944	0.07168615372
945	0.07161979916
946	0.07158665599
947	0.07157112339
948	0.07151883041
949	0.07147907072
950	0.07145502541
951	0.07142368782
952	0.07135350725
953	0.07128675245
954	0.07127225831
955	0.07118854547
956	0.0711666579
957	0.07115678904
958	0.07113599755
959	0.07109112625
960	0.07103311205
961	0.07100582183
962	0.07097847313
963	0.070926586
964	0.07090962266
965	0.07089146923
966	0.07081475878
967	0.07080777754
968	0.07077446771
969	0.07074227203
970	0.07071085171
971	0.0706808444
972	0.07065679843
973	0.07060907517
974	0.07060087677
975	0.0705396743
976	0.07047695433
977	0.07039687102
978	0.07036374069
979	0.07035576159
980	0.07029956226
981	0.07026824929
982	0.07020041239
983	0.07016649268
984	0.07015017498
985	0.07013613154
986	0.07011616538
987	0.07008439362
988	0.07000316942
989	0.06996964417
990	0.06995441169
991	0.06992215466
992	0.06991520601
993	0.0698919872
994	0.06988536563
995	0.06986927575
996	0.06982000782
997	0.06979339344
